jobId,nEvt,nProc,nInst,elapsed,cpuEff,vsz,rsz
5266600,1600,24,2,545,48.3064681801527,1368048692,12956640
5266600,1600,24,2,605,48.3334584308298,1368054560,13079864
5266600,1600,24,2,666,48.26751748952191,1368055556,13167916
5266600,1600,24,2,726,48.28978575486295,1368057868,13217632
5266600,1600,24,2,786,48.30613042865538,1368060224,13265032
5266600,1600,24,2,847,48.261494078497435,1368060224,13298048
5266600,1600,24,2,907,48.27958534543358,1368061464,13360316
5266600,1600,24,2,967,48.29987118837094,1368064616,13406248
5266600,1600,24,2,1028,48.26575081268112,1368064616,13433836
5266600,1600,24,2,1088,48.275569834647094,1368064616,13457204
5266600,1600,24,2,1148,48.286932720485915,1368064616,13507136
5266600,1600,24,2,1209,48.251667015958404,1368066112,13550760
5266600,1600,24,2,1269,48.2689088199196,1368067200,13589940
5266600,1600,24,2,1329,48.27416074995387,1368067200,13611776
5266600,1600,24,2,1390,48.246688601736935,1368071700,13644728
5266600,1600,24,2,1450,48.258858635768796,1368071700,13677956
5266600,1600,24,2,1510,48.26858764189886,1368073276,13694764
5266600,1600,24,2,1571,48.23935587842414,1368073276,13707520
5266600,1600,24,2,1631,48.249705455115645,1368075700,13732696
5266600,1600,24,2,1691,48.261100556992545,1368104228,13761272
5266600,1600,24,2,1751,48.271042154466656,1368122304,13814048
5266600,1600,24,2,1812,48.24921443104708,1368122304,13840648
5266600,1600,24,2,1872,48.25729385254664,1368124252,13863620
5266600,1600,24,2,1932,48.266865208929836,1368124976,13881804
5266600,1600,24,2,1993,48.245682389006525,1368127340,13896476
5266600,1600,24,2,2053,48.25309650996096,1368127340,13899780
5266600,1600,24,2,2113,48.260547465073174,1368134332,13918076
5266600,1600,24,2,2174,48.24379832915719,1368140396,13937552
5266600,1600,24,2,2234,48.25189478564434,1368149912,13965604
5266600,1600,24,2,2294,48.109143078820075,1367199324,13883480
5266600,1600,24,2,2355,47.6690971243836,1367213796,13910220
